Id,Predicted
338,-2851.325172757329
339,-3527.7286292871804
340,-3537.25543853408
341,-2919.3738102351813
342,-3565.835866274778
343,-3349.4411990952076
344,-2522.6502537393026
345,-3349.4411990952076
346,-3420.8922684469526
347,-3772.0232378326705
348,-3829.184093314066
349,-3805.367070196818
350,-3153.4611231589934
351,-2851.325172757329
352,-2558.7160316025643
353,-3588.972403017248
354,-3531.811547535852
355,-3412.7264319496103
356,-3863.888898427771
357,-3395.7142725801473
358,-3621.6357490066166
359,-3443.348318814644
360,-3328.346121477073
361,-3537.9359249088584
362,-3674.033199864563
363,-3527.7286292871804
364,-2984.700502213919
365,-3497.787228796926
366,-3779.5085879552344
367,-3217.426842388174
368,-3463.7629100579998
369,-3656.3405541203215
370,-3295.6827754877045
371,-3708.738004978268
372,-3637.286935626523
373,-3805.367070196818
374,-3420.8922684469526
375,-3588.972403017248
376,-3621.6357490066166
377,-3823.0597159410595
378,-3737.3184327189656
379,-3627.7601263796237
380,-2647.1792603237723
381,-3565.835866274778
382,-2756.057080288336
383,-3531.811547535852
384,-3537.25543853408
385,-3295.6827754877045
386,-3858.445007429543
387,-3604.6235896371536
388,-3372.577735837677
389,-2579.13062284592
390,-2327.3506641778663
391,-3570.5992708982276
392,-3594.4162940154756
393,-3395.7142725801473
394,-3680.15757723757
395,-3570.5992708982276
396,-3255.5340793757714
397,-3695.1282774826973
398,-3548.1432205305364
399,-3570.5992708982276
400,-3497.787228796926
401,-3570.5992708982276
402,-3463.7629100579998
403,-3429.7385913190733
404,-3723.0282188486167
405,-2905.0835963648324
406,-3776.78664245612
407,-3255.5340793757714
408,-3869.332789425999
409,-3372.577735837677
410,-3756.3720512127643
411,-3917.647322035274
412,-3655.660067745543
413,-3810.8109611950463
414,-3463.7629100579998
415,-2732.2400571710878
416,-3742.0818373424154
417,-3123.5197226687383
418,-3655.660067745543
419,-3463.7629100579998
420,-3917.647322035274
421,-3531.811547535852
422,-3055.471085190886
423,-3570.5992708982276
424,-3497.787228796926
425,-2817.300854018403
426,-3531.811547535852
427,-3917.647322035274
428,-3737.3184327189656
429,-3742.762323717194
430,-3603.943103262375
431,-3327.665635102295
432,-3656.3405541203215
433,-3741.401350967637
434,-3737.3184327189656
435,-3804.006097447261
436,-3293.641316363369
437,-3443.348318814644
438,-3917.647322035274
439,-2792.803344526376
440,-3497.787228796926
441,-3504.592092544711
442,-3599.860185013704
443,-3237.84143363153
444,-3588.972403017248
445,-3637.286935626523
446,-3372.577735837677
447,-3259.616997624443
448,-3293.641316363369
449,-3429.7385913190733
450,-3756.3720512127643
451,-2820.022799517517
452,-3621.6357490066166
453,-3420.8922684469526
454,-3349.4411990952076
455,-3637.286935626523
456,-3804.006097447261
457,-3917.647322035274
458,-3810.8109611950463
459,-3443.348318814644
460,-3603.943103262375
461,-3497.787228796926
462,-3259.616997624443
463,-3789.0353972021335
464,-2226.638680710645
465,-2715.2278978016247
466,-3055.471085190886
467,-3189.5269010222546
468,-3327.665635102295
469,-2489.9869077499334
470,-2579.13062284592
471,-3805.367070196818
472,-3531.811547535852
473,-3825.7816614401736
474,-3655.660067745543
475,-3789.0353972021335
476,-3667.9088224915563
477,-3565.835866274778
478,-3917.647322035274
479,-3779.5085879552344
480,-3855.0425755556503
481,-3371.2167630881204
482,-3703.974600354818
483,-3282.7535343669124
484,-3293.641316363369
485,-3737.3184327189656
486,-2522.6502537393026
487,-3501.1896606708183
488,-3616.1918580083884
489,-3655.660067745543
490,-3917.647322035274
491,-3810.8109611950463
492,-2596.142782215383
493,-3776.78664245612
494,-3501.1896606708183
495,-3789.0353972021335
496,-2987.4224477130338
497,-3869.332789425999
498,-3655.660067745543
499,-3723.0282188486167
500,-3463.7629100579998
501,-3769.981778708335
502,-3814.893879443717
503,-3808.7695020707106
504,-3838.030416186187
505,-3259.616997624443
506,-2531.4965766114233
507,-3742.762323717194
508,-3667.9088224915563
509,-3499.1482015464826
510,-2950.676183474993
511,-2918.693323860403
512,-3571.279757273006
513,-3742.762323717194
514,-3123.5197226687383
515,-3531.811547535852
516,-3855.0425755556503
517,-2545.106304106994
518,-3763.1769149605498
519,-3785.632965328241
520,-2517.886849115853
521,-3350.121685469986
522,-3838.030416186187
523,-3485.538474050912
524,-3537.25543853408
525,-3604.6235896371536
526,-3695.1282774826973
527,-3084.0515129315836
528,-3763.1769149605498
529,-3395.7142725801473
530,-3371.2167630881204
531,-3667.9088224915563
532,-2647.1792603237723
533,-3531.811547535852
534,-3742.762323717194
535,-3603.943103262375
536,-3499.1482015464826
537,-3723.0282188486167
538,-3863.888898427771
539,-3917.647322035274
540,-3742.762323717194
541,-3412.7264319496103
542,-3497.787228796926
543,-3463.7629100579998
544,-2851.325172757329
545,-3349.4411990952076
546,-3497.787228796926
547,-3735.957459969409
548,-2558.7160316025643
549,-3805.367070196818
550,-3531.811547535852
551,-2851.325172757329
552,-3259.616997624443
553,-3328.346121477073
554,-3237.84143363153
555,-3371.2167630881204
556,-3729.833082596402
557,-3416.128863823503
558,-3463.7629100579998
559,-3327.665635102295
560,-3191.5683601465903
561,-2918.693323860403
562,-3667.9088224915563
563,-3805.367070196818
564,-3779.5085879552344
565,-3863.888898427771
566,-3737.998919093744
567,-3495.0652832978117
568,-3084.0515129315836
569,-3829.184093314066
570,-2987.4224477130338
571,-3917.647322035274
572,-3537.25543853408
573,-3703.974600354818
574,-3723.0282188486167
575,-2950.676183474993
576,-3742.762323717194
577,-3171.153768903235
578,-3780.1890743300128
579,-3371.2167630881204
580,-3497.787228796926
581,-3327.665635102295
582,-3786.993938077798
583,-2817.981340393181
584,-3779.5085879552344
585,-3259.616997624443
586,-3354.885090093436
587,-3327.665635102295
588,-3050.707680567436
589,-3869.332789425999
590,-3735.957459969409
591,-3463.7629100579998
592,-3772.0232378326705
593,-3327.665635102295
594,-3321.541257729288
595,-3354.885090093436
596,-3570.5992708982276
597,-3463.7629100579998
598,-3723.0282188486167
599,-3497.787228796926
600,-3858.445007429543
601,-3603.943103262375
602,-3463.7629100579998
603,-3776.78664245612
604,-3718.9453005999458
605,-3282.7535343669124
606,-3436.5434550668588
607,-3305.890071109382
608,-3531.811547535852
609,-3497.787228796926
610,-3372.577735837677
611,-3409.324000075718
612,-3259.616997624443
613,-3501.1896606708183
614,-3306.570557484161
615,-3829.184093314066
616,-3722.3477324738383
617,-3808.7695020707106
618,-3604.6235896371536
619,-3722.3477324738383
620,-3917.647322035274
621,-2919.3738102351813
622,-2558.7160316025643
623,-3412.7264319496103
624,-3071.122271810792
625,-3463.7629100579998
626,-3742.762323717194
627,-3565.835866274778
628,-3463.7629100579998
629,-3361.689953841221
630,-3804.006097447261
631,-3354.885090093436
632,-3795.15977457514
633,-3656.3405541203215
634,-3395.7142725801473
635,-3917.647322035274
636,-3780.1890743300128
637,-3708.738004978268
638,-3565.835866274778
639,-3616.1918580083884
640,-3293.641316363369
641,-3814.893879443717
642,-3493.7043105482544
643,-3084.0515129315836
644,-3218.7878151377313
645,-3497.787228796926
646,-3429.7385913190733
647,-3412.7264319496103
648,-3565.835866274778
649,-3548.1432205305364
650,-3463.7629100579998
651,-3327.665635102295
652,-3395.7142725801473
653,-3497.787228796926
654,-3780.1890743300128
655,-3537.25543853408
656,-3863.888898427771
657,-3191.5683601465903
658,-3382.785031459355
659,-3531.811547535852
660,-3722.3477324738383
661,-3429.7385913190733
662,-3395.7142725801473
663,-3409.324000075718
664,-3354.885090093436
665,-3327.665635102295
666,-2647.1792603237723
667,-2783.276535279477
668,-3808.7695020707106
669,-3567.196839024335
670,-3863.888898427771
671,-3537.9359249088584
672,-3463.7629100579998
673,-3495.0652832978117
674,-3527.7286292871804
675,-3295.0022891129256
676,-3776.78664245612
677,-2885.3494914962553
678,-3814.893879443717
679,-3123.5197226687383
680,-3485.538474050912
681,-3293.641316363369
682,-3785.632965328241
683,-3293.641316363369
684,-3123.5197226687383
685,-3814.893879443717
686,-3282.7535343669124
687,-3825.101175065395
688,-3321.541257729288
689,-3785.632965328241
690,-3084.0515129315836
691,-3723.0282188486167
692,-3804.006097447261
693,-3128.963613666966
694,-3779.5085879552344
695,-3680.15757723757
696,-3776.78664245612
697,-2919.3738102351813
698,-3050.707680567436
699,-3599.860185013704
700,-3498.467715171704
701,-3735.957459969409
702,-2647.1792603237723
703,-3382.785031459355
704,-3269.143806871342
705,-3171.153768903235
706,-3637.286935626523
707,-3463.7629100579998
708,-3328.346121477073
709,-3497.787228796926
710,-3637.967422001301
711,-3395.7142725801473
712,-3822.379229566281
713,-2851.325172757329
714,-3327.665635102295
715,-3723.0282188486167
716,-3294.321802738147
717,-2820.022799517517
718,-2820.022799517517
719,-3786.993938077798
720,-3355.565576468214
721,-3361.689953841221
722,-3612.789426134496
723,-2973.812720217463
724,-3217.426842388174
725,-3616.1918580083884
726,-3567.196839024335
727,-2772.3887532830204
728,-3282.7535343669124
729,-3655.660067745543
730,-3429.7385913190733
731,-3718.9453005999458
732,-2820.022799517517
733,-3084.0515129315836
734,-3917.647322035274
735,-3497.787228796926
736,-3550.1846796548716
737,-3316.09736673106
738,-3037.7784394466444
739,-3064.317408063007
740,-3565.835866274778
741,-3917.647322035274
742,-3723.0282188486167
743,-3858.445007429543
744,-3463.7629100579998
745,-3416.128863823503
746,-3789.0353972021335
747,-3463.7629100579998
748,-2958.1615335975566
749,-3321.541257729288
750,-3259.616997624443
751,-3327.665635102295
752,-3637.967422001301
753,-3917.647322035274
754,-3501.1896606708183
755,-3655.660067745543
756,-3372.577735837677
757,-3548.1432205305364
758,-3328.346121477073
759,-3786.993938077798
760,-3838.030416186187
761,-3612.789426134496
762,-3656.3405541203215
763,-3537.25543853408
764,-3729.833082596402
765,-3358.968008342107
766,-3548.1432205305364
767,-3123.5197226687383
768,-3116.714858920953
769,-3917.647322035274
770,-3409.324000075718
771,-3742.762323717194
772,-3863.888898427771
773,-2596.142782215383
774,-3412.7264319496103
775,-3917.647322035274
776,-3588.972403017248
777,-3637.286935626523
778,-2987.4224477130338
779,-3395.7142725801473
780,-3737.3184327189656
781,-3655.660067745543
782,-3361.689953841221
783,-2919.3738102351813
784,-2926.1786739829668
785,-3776.78664245612
786,-3723.0282188486167
787,-3838.030416186187
788,-3349.4411990952076
789,-3825.101175065395
790,-3218.7878151377313
791,-3863.888898427771
792,-3409.324000075718
793,-3655.660067745543
794,-3723.0282188486167
795,-3321.541257729288
796,-3798.5622064490326
797,-3918.327808410053
798,-3703.974600354818
799,-2517.886849115853
800,-3655.660067745543
801,-3255.5340793757714
802,-3113.3124270470603
803,-3667.9088224915563
804,-3037.7784394466444
805,-3742.762323717194
806,-3603.943103262375
807,-3570.5992708982276
808,-3722.3477324738383
809,-3282.7535343669124
810,-3463.7629100579998
811,-3718.9453005999458
812,-3917.647322035274
813,-3499.1482015464826
814,-3567.196839024335
815,-3776.78664245612
816,-3917.647322035274
817,-3723.0282188486167
818,-3742.0818373424154
819,-3823.0597159410595
820,-3838.030416186187
821,-3701.9331412304828
822,-3567.196839024335
823,-3917.647322035274
824,-3917.647322035274
825,-3259.616997624443
826,-3746.1647555910868
827,-3855.0425755556503
828,-2973.812720217463
829,-3327.665635102295
830,-3443.348318814644
831,-3565.835866274778
832,-3795.15977457514
833,-3321.541257729288
834,-3795.15977457514
835,-3785.632965328241
836,-3159.585500532
837,-3616.1918580083884
838,-3350.802171844765
839,-3780.1890743300128
840,-3463.7629100579998
841,-3917.647322035274
842,-2351.167687295115
843,-3421.572754821731
844,-3633.8845037526303
845,-3372.577735837677
846,-3537.25543853408
847,-3742.762323717194
848,-3829.184093314066
849,-3655.660067745543
850,-3917.647322035274
851,-3495.0652832978117
852,-3464.443396432778
853,-2987.4224477130338
854,-3655.660067745543
855,-3779.5085879552344
856,-3637.286935626523
857,-2984.700502213919
858,-3570.5992708982276
859,-3259.616997624443
860,-3593.735807640697
861,-2654.664610446336
862,-3756.3720512127643
863,-3104.4661041749396
864,-3655.660067745543
865,-3412.7264319496103
866,-3918.327808410053
867,-3499.1482015464826
868,-3741.401350967637
869,-3708.738004978268
870,-3501.1896606708183
871,-3537.25543853408
872,-3123.5197226687383
873,-3621.6357490066166
874,-3259.616997624443
875,-3616.1918580083884
876,-3463.7629100579998
877,-3637.286935626523
878,-3321.541257729288
879,-3917.647322035274
880,-3708.738004978268
881,-3737.3184327189656
882,-3667.9088224915563
883,-3723.0282188486167
884,-2990.824879586926
885,-3412.7264319496103
886,-3409.324000075718
887,-3737.998919093744
888,-3804.006097447261
889,-3361.689953841221
890,-3599.860185013704
891,-3701.9331412304828
892,-3497.787228796926
893,-3708.738004978268
894,-3737.3184327189656
895,-3316.09736673106
896,-3116.714858920953
897,-3123.5197226687383
898,-3354.885090093436
899,-3772.0232378326705
900,-3603.943103262375
901,-3593.735807640697
902,-3123.5197226687383
903,-3395.7142725801473
904,-3321.541257729288
905,-2984.700502213919
906,-3018.044334578067
907,-3123.5197226687383
908,-3593.735807640697
909,-3327.665635102295
910,-3804.006097447261
911,-3742.762323717194
912,-2924.1372148586306
913,-3616.1918580083884
914,-3358.968008342107
915,-3259.616997624443
916,-3865.9303575521067
917,-3776.78664245612
918,-3189.5269010222546
919,-3327.665635102295
920,-3866.610843926885
921,-3295.6827754877045
922,-3064.317408063007
923,-2958.1615335975566
924,-3050.707680567436
925,-3723.0282188486167
926,-2613.154941584846
927,-3917.647322035274
928,-3527.7286292871804
929,-2327.3506641778663
930,-3603.943103262375
931,-3779.5085879552344
932,-3917.647322035274
933,-2732.2400571710878
934,-3737.3184327189656
935,-3604.6235896371536
936,-3737.3184327189656
937,-3257.575538500107
938,-3283.434020741691
939,-3565.835866274778
940,-3637.286935626523
941,-3412.7264319496103
942,-3737.998919093744
943,-3576.723648271234
944,-3504.592092544711
945,-3531.811547535852
946,-3855.0425755556503
947,-3497.787228796926
948,-3756.3720512127643
949,-3746.1647555910868
950,-3349.4411990952076
951,-3795.15977457514
952,-3084.0515129315836
953,-3463.7629100579998
954,-3361.689953841221
955,-3282.7535343669124
956,-3123.5197226687383
957,-3917.647322035274
958,-3084.0515129315836
959,-3017.3638482032884
960,-3497.787228796926
961,-3255.5340793757714
962,-3917.647322035274
963,-3810.8109611950463
964,-3395.7142725801473
965,-3409.324000075718
966,-3327.665635102295
967,-3409.324000075718
968,-3723.0282188486167
969,-3356.9265492177715
970,-2892.1543552440403
971,-3071.122271810792
972,-3116.714858920953
973,-3350.121685469986
974,-3804.006097447261
975,-3217.426842388174
976,-3531.811547535852
977,-3382.785031459355
978,-3350.802171844765
979,-3746.1647555910868
980,-3637.286935626523
981,-3327.665635102295
982,-3840.0718753105225
983,-2170.8387979788063
984,-3823.0597159410595
985,-3361.689953841221
986,-3420.8922684469526
987,-3746.1647555910868
988,-3327.665635102295
989,-3443.348318814644
990,-3616.1918580083884
991,-3463.7629100579998
992,-3918.327808410053
993,-3723.0282188486167
994,-3718.9453005999458
995,-3412.7264319496103
996,-3795.15977457514
997,-3495.0652832978117
998,-3459.6799918093284
999,-3403.199622702711
1000,-3570.5992708982276
1001,-3349.4411990952076
1002,-3858.445007429543
1003,-3237.84143363153
1004,-3084.0515129315836
1005,-3327.665635102295
1006,-3531.811547535852
1007,-3655.660067745543
1008,-3735.957459969409
1009,-3416.128863823503
1010,-3327.665635102295
1011,-3191.5683601465903
1012,-3327.665635102295
1013,-3735.957459969409
1014,-3604.6235896371536
1015,-3395.7142725801473
1016,-3218.7878151377313
1017,-3327.665635102295
1018,-2421.257783897303
1019,-3655.660067745543
1020,-3038.458925821423
1021,-3463.7629100579998
1022,-3769.981778708335
1023,-3395.7142725801473
1024,-3599.860185013704
1025,-2803.010640148054
1026,-3838.030416186187
1027,-3463.7629100579998
1028,-3024.168711951074
1029,-3327.665635102295
1030,-3718.9453005999458
1031,-3018.044334578067
1032,-2987.4224477130338
1033,-3561.072461651328
1034,-3708.738004978268
1035,-3805.367070196818
1036,-2919.3738102351813
1037,-3917.647322035274
1038,-3823.0597159410595
1039,-3746.1647555910868
1040,-3599.860185013704
1041,-3189.5269010222546
1042,-3123.5197226687383
1043,-3322.2217441040666
1044,-3863.888898427771
1045,-3708.738004978268
1046,-3189.5269010222546
1047,-3780.1890743300128
1048,-3497.787228796926
1049,-2327.3506641778663
1050,-3776.78664245612
1051,-3259.616997624443
1052,-3863.888898427771
1053,-3667.9088224915563
1054,-3855.0425755556503
1055,-3321.541257729288
1056,-3497.787228796926
1057,-3321.541257729288
1058,-3412.7264319496103
1059,-3805.367070196818
1060,-3810.8109611950463
1061,-3633.8845037526303
1062,-3656.3405541203215
1063,-3561.072461651328
1064,-3501.1896606708183
1065,-2783.276535279477
1066,-3395.7142725801473
1067,-3409.324000075718
1068,-3416.128863823503
1069,-2973.1322338426844
1070,-3055.471085190886
1071,-3497.787228796926
1072,-3372.577735837677
1073,-3349.4411990952076
1074,-3780.1890743300128
1075,-3123.5197226687383
1076,-3603.943103262375
1077,-3501.1896606708183
1078,-2687.3279564357053
1079,-3742.762323717194
1080,-3327.665635102295
1081,-3501.1896606708183
1082,-3395.7142725801473
1083,-3395.7142725801473
1084,-3259.616997624443
1085,-3863.888898427771
1086,-3257.575538500107
1087,-3855.0425755556503
1088,-3708.738004978268
1089,-3565.835866274778
1090,-3361.689953841221
1091,-3838.030416186187
1092,-3409.324000075718
1093,-3723.0282188486167
1094,-3409.324000075718
1095,-3037.7784394466444
1096,-3695.1282774826973
1097,-3350.121685469986
1098,-3361.689953841221
1099,-3786.993938077798
1100,-3501.1896606708183
1101,-2705.701088554725
1102,-3361.689953841221
1103,-3789.0353972021335
1104,-3722.3477324738383
1105,-3371.2167630881204
1106,-3779.5085879552344
1107,-3637.967422001301
1108,-3420.8922684469526
1109,-3349.4411990952076
1110,-3354.885090093436
1111,-3293.641316363369
1112,-3656.3405541203215
1113,-3814.893879443717
1114,-3780.1890743300128
1115,-3655.660067745543
1116,-3429.7385913190733
1117,-3372.577735837677
1118,-3497.787228796926
1119,-3504.592092544711
1120,-2987.4224477130338
1121,-3918.327808410053
1122,-3737.3184327189656
1123,-3737.3184327189656
1124,-3420.8922684469526
1125,-3822.379229566281
1126,-3443.348318814644
1127,-3190.207387397033
1128,-3637.286935626523
1129,-3485.538474050912
1130,-3858.445007429543
1131,-3463.7629100579998
1132,-2954.078615348886
1133,-3349.4411990952076
1134,-3742.762323717194
1135,-3395.7142725801473
1136,-3546.1017614062007
1137,-3805.367070196818
1138,-3789.0353972021335
1139,-3637.967422001301
1140,-3259.616997624443
1141,-3531.811547535852
1142,-3463.7629100579998
1143,-3463.7629100579998
1144,-3495.0652832978117
1145,-3463.7629100579998
1146,-3531.811547535852
1147,-3917.647322035274
1148,-2987.4224477130338
1149,-3637.967422001301
1150,-3084.0515129315836
1151,-3637.286935626523
1152,-3497.787228796926
1153,-3189.5269010222546
1154,-3403.199622702711
1155,-3113.3124270470603
1156,-3501.1896606708183
1157,-2523.330740114081
1158,-3294.321802738147
1159,-3548.1432205305364
1160,-3395.7142725801473
1161,-3637.286935626523
1162,-3789.0353972021335
1163,-3504.592092544711
1164,-3017.3638482032884
1165,-3064.317408063007
1166,-3637.286935626523
1167,-3123.5197226687383
1168,-3917.647322035274
1169,-3798.5622064490326
1170,-3037.7784394466444
1171,-3304.529098359825
1172,-3570.5992708982276
1173,-3084.0515129315836
1174,-3616.1918580083884
1175,-3021.44676645196
1176,-3485.538474050912
1177,-3567.196839024335
1178,-3550.1846796548716
1179,-3789.0353972021335
1180,-3322.2217441040666
1181,-3409.324000075718
1182,-3565.835866274778
1183,-3603.943103262375
1184,-2984.700502213919
1185,-3822.379229566281
1186,-3463.7629100579998
1187,-3371.2167630881204
1188,-2621.3207780821886
1189,-3372.577735837677
1190,-3718.9453005999458
1191,-3594.4162940154756
1192,-3354.885090093436
1193,-2705.701088554725
1194,-2987.4224477130338
1195,-3612.789426134496
1196,-3722.3477324738383
1197,-2919.3738102351813
1198,-3259.616997624443
1199,-3637.286935626523
1200,-3570.5992708982276
1201,-3305.890071109382
1202,-3779.5085879552344
1203,-3656.3405541203215
1204,-3570.5992708982276
